CLASS,HEX ID,IMAGES PER CELL,MEAN LATITUDE,MEAN LONGITUDE
258,4713,2871,49.387577556948635,17.225743335423143
259,6b93,2367,-26.856615308829735,153.08694614195142
260,95bccad,2476,-34.607382025848054,-58.3798860722944
261,89d24,180,42.26197784999999,-78.29293853888886
262,89e5c,1934,41.44813968459156,-71.46586584694948
263,487f4,2579,54.36550431213657,-0.5335649922450562
264,917c,374,-11.81705679946525,-68.98177524064177
265,470f,3788,50.910824115628316,16.44927702798319
266,3e5f4,4196,25.208292046711183,55.274025547425985
267,9662c44,460,-33.43890659782611,-70.67884283695656
268,8644d,3567,30.390702174095956,-97.71343450154207
269,8874,3097,38.90063887536333,-89.12010626025196
270,88dcc,195,27.19585736410256,-81.96907571794873
271,47b7,3956,53.20979478235608,7.546263053842283
272,132a1,432,43.411443055555615,10.819584699074069
273,6b17,4792,-35.26321675125215,149.11966742111932
274,89c259f,1321,40.73012992959885,-74.01361083497343
275,471ec,4961,52.250399560169456,21.015320526506763
276,54906ad,2318,47.61336312855912,-122.31702817558273
277,80c2bec,1638,34.09070738949936,-118.37197571733785
278,80e94,3885,34.44235264890607,-119.77180093873866
279,809a4,479,38.674691605427945,-120.65914542797505
280,88cc,3971,23.157106325862507,-82.49357900881353
281,132a51,681,43.7602706754772,11.237364687224671
282,346e04,4085,22.634054061689067,120.29465767858015
283,89c2d,1377,41.29250560203346,-73.98858501960788
284,943,2032,-30.704821679133868,-64.2932178085632
285,88f4c,1078,33.510755266233836,-84.48474876345065
286,0d72c,4682,36.70226254634797,-4.529545970311839
287,12a484,377,41.30725858355431,1.94367001856764
288,0d604f,3085,39.47008873581861,-0.3841327636952992
289,0d31,3444,43.03141704790929,-7.153527248838543
290,479cc,1988,47.38021686016096,10.51058179325958
291,465f77c,4625,59.31840279675673,18.06044955308106
292,485b4,1894,52.77723076979965,-8.942698758711758
293,88f5047,3557,33.764623797582125,-84.38851966010711
294,859,4396,14.763651553685234,-90.91978349545053
295,2e7c,1842,-7.725734802931596,110.64649644353989
296,89b7b7d,2976,38.91662000000002,-77.04389274663984
297,89d33,159,42.87681971069184,-79.19426630188683
298,89c23,1285,40.30224906692605,-74.03313572451343
299,48717,1574,51.48854204193137,-2.1341155972045724
300,6d14,661,-38.72504980786685,174.36154789863838
301,80dc1,3873,32.90231098838107,-117.25397319106587
302,1501,2407,30.012106376817783,35.28956754549218
303,47b8f,2279,51.530914763931605,7.088495547608621
304,4786c1,4570,45.47841131662999,9.16878151575493
305,0d3b,1120,41.76742203035711,-7.185173324107136
306,487bb1d,1958,53.48240858580193,-2.2471848815117483
307,47b18f3,697,53.56442351793401,9.988101899569582
308,47a851c7,3768,52.51647056157054,13.377374401008385
309,54c14,2088,44.03844727107269,-123.12575379022992
310,12b5,4963,44.08470167801714,4.56862168164418
311,89c34,1995,41.07259614686726,-74.51250312932336
312,53b,4752,53.60597877293759,-113.43190948674312
313,808f81,2372,37.79666548102862,-122.27951518170282
314,80c8c3,2647,36.17217229731762,-115.14757557536863
315,88fb,2562,32.08113706635438,-81.12872507728346
316,0d42294,1186,40.467838267284996,-3.688222342327155
317,87c0f,3914,39.05726451711808,-94.58290956208431
318,4887c794,2254,55.95303401064764,-3.199342528393989
319,064,189,-3.86763629100529,-32.444690931216954
320,4807,1807,46.85729666574433,-0.6923514703929166
321,882b349,903,43.66893670653376,-79.41055564008849
322,88389,4965,39.9897149492445,-83.02560198408831
323,8837,1834,40.63147546673945,-81.56217889640149
324,12ad,2398,44.458334886155136,1.7249508194328602
325,8085807c,2777,37.78431950666191,-122.39782563629807
326,0d1ed,4993,38.73652106749437,-9.318173942319245
327,47e66e04,804,48.85989424253732,2.3611102064676643
328,47a6c,3898,51.23507291713685,12.207670448691703
329,47a3,3535,50.14175697850062,10.38324760905237
330,480ec,4567,48.4159573842785,-1.7430036233851671
331,88e1,1833,28.535634601200144,-80.66594860010905
332,842b,1851,21.216662732036745,-101.15599903187439
333,12a4a2b,2405,41.41081205613309,2.1538748278586235
334,89b65,4970,38.86381915573454,-77.34671588289727
335,30dc,4108,18.602502754138225,99.03096168208295
336,14cab4,3749,41.054519367297615,28.991757435849475
337,47bd0f,3560,50.11470520196608,8.693058751404537
338,0d40c,779,40.67572297689345,-4.692199146341459
339,47e66e5,3773,48.88535831195333,2.3392692501987726
340,4781c,2829,45.45443423153074,10.696599283492368
341,469204,321,60.31042336760128,25.103530738317783
342,54bc,3623,44.662142364063094,-121.65706665663834
343,5486724,2134,49.28456102999062,-123.14549750093688
344,89b7b1,1857,38.80374055788895,-77.05314386698954
345,48884c,884,55.87965554751133,-4.422603989819004
346,48704,2327,52.29856451095831,-2.682535399656218
347,89c259af,1375,40.74977535563634,-73.9922318676365
348,47e66e14,691,48.87016554413893,2.3514892474674416
349,4872c,991,50.59242646115036,-2.397586017154391
350,47f3,2388,46.841116173785615,4.777684766331638
351,479af,1417,47.607472788285094,9.194351753704998
352,4797c,4776,49.39403579020082,8.653600505025127
353,6ad642d,2085,-37.80841285179854,144.96960487769766
354,95bc9,185,-34.50048016756756,-58.91922348648652
355,3175,4066,10.75576645031971,106.72538170536154
356,87ac,844,35.319346245260654,-98.95563013981058
357,12dd,2114,40.40098452223276,8.535036709082306
358,882b34d4,3086,43.64476957064135,-79.3865207362278
359,8644b5b,4532,30.267053850176495,-97.73756592586076
360,47a851cc,1951,52.50928920809841,13.376105013326528
361,4879f,2868,52.86841651987439,-1.3507289379358485
362,4cc91bc,2541,45.52434491066506,-73.56984166587966
363,88dd7fc,2701,28.37235857645318,-81.54639567382486
364,47c433,2519,51.91058343628419,4.490677290591497
365,6abc,716,-33.58131931284923,138.52726878212303
366,47c609c5,693,52.37490396681088,4.885723108225111
367,95d,592,-33.28855586148654,-64.15368642229731
368,47d8ac,4358,51.48395372533271,0.04045804887563079
369,0d2f3,1180,42.66421211864405,-8.967924855932214
370,54d4,2985,40.871401641205914,-123.6770145497488
371,4871b,1303,51.77870012816581,-2.5377738250191864
372,85d1f9,2633,19.443742424990514,-99.14285266957872
373,865cc,2505,29.62310451417167,-98.26285378083836
374,4786b,2841,45.63725241710672,9.29031132418163
375,12cb,3574,44.11938934051475,5.616297372411851
376,549069,345,47.536472298550706,-122.18651293333336
377,476c4,1112,47.8730418129496,16.69963975359711
378,34691,2420,24.267334570247872,120.69733917231392
379,3ec,2402,25.24783987926732,60.47340562198159
380,88db,2764,26.365588330680197,-81.81529191895822
381,89c25a34,1876,40.70297353571427,-73.99034926865686
382,479e6c,124,48.36233154838707,11.690716669354831
383,3442abd,2163,25.041478551548757,121.54945346047138
384,5d,2706,49.92609842609004,104.4641031655581
385,47bd5,320,49.84335236250003,9.14169395937499
386,413,1301,52.64331014527301,37.24012487471179
387,132f61a4,1905,41.902137080314745,12.49744383359591
388,808594,1900,37.91312420105268,-122.59475115789483
389,0d4e5c,1732,43.33552268648961,-3.011459106235566
390,880fcc,2684,41.95934922913561,-87.73471917883757
391,487607,991,51.39813333097883,-0.13543362663975766
392,12b1,4040,43.124111776980214,3.1168558183168242
393,21,3694,-20.579456536275003,54.18500067054688
394,89c803,3200,39.28142850906265,-76.60927451937484
395,8894,3470,30.390483960230558,-86.3868840694525
396,00994,4495,-22.86019944115695,-43.23915116329266
397,8620ac,1305,29.990379104980786,-90.08699340996192
398,862c,1600,32.79481351624981,-90.8968473868751
399,46b54d,779,55.68590913478816,37.52221264698331
400,968c,4633,-32.82763875717673,-71.48441261709509
401,4878c,2915,53.729963119382475,-0.3543067701543739
402,14c4,2987,36.835151190157376,30.010989512219624
403,5490151,1386,47.64583529004317,-122.34407263780643
404,8644f,334,30.541845748503057,-97.38761949700626
405,48761c9,826,51.54653672397101,-0.07924046368038738
406,48741,2191,51.09075839114546,-1.306084555910544
407,0099c,2364,-22.88102569839258,-43.12401375719127
408,465253c,2491,55.67709261461269,12.53453792573264
409,89c805,2898,39.310015815044764,-76.61469615907505
410,548673f,1099,49.2568463339397,-123.10828463512289
411,479d4,3096,47.29049225645987,11.24813556104651
412,0c6a4,1173,28.405719916453528,-16.603079339300912
413,69,3431,-14.516890020985212,145.36972154357315
414,8620a7,4505,29.954938710321894,-90.06256434317407
415,3442a94,4942,25.05156072501018,121.51933426365841
416,86f,4919,31.376065774954295,-104.41822565541764
417,35f052c,4507,39.91409198934972,116.39124355136383
418,5493,1799,46.576367136186875,-123.9210734558088
419,4cc91ac,734,45.50049549318798,-73.53883072479553
420,47dd4,980,50.35770725102028,2.7458572071428566
421,8099,4994,39.17859159351212,-119.91921723548248
422,470b94ec,3388,50.08651934533638,14.421604521251478
423,8830f,4374,41.47914673182452,-81.6870773891176
424,8085875,4167,37.77049324382038,-122.46062901919834
425,85d1ff,4661,19.410777579489256,-99.1559943990557
426,79554,1327,20.8879359344386,-156.70824151394172
427,479e75c,4831,48.14247581970618,11.576052126888849
428,54906d,1912,47.62489718462357,-122.16888314487397
429,6ad67,3687,-37.88118898887972,144.9811955611612
430,842d,1052,19.77398914258553,-101.35421810076035
431,880d,2092,40.253198715583096,-88.2065886214151
432,47e66e1c,3493,48.8599681992557,2.350244631548807
433,4885,4282,57.25251254016808,-2.7553569773470286
434,8834f5,793,40.47681026103424,-80.03728039218161
435,39b,1225,29.223605164897954,82.20622076653049
436,48761c4,1041,51.572370323727114,-0.07266850912584048
437,89c2f5,2568,40.83618042367591,-73.90958961253858
438,48760fc,4075,51.49807111901813,-0.2097377187730049
439,808e5,3156,37.067078318757844,-122.09444405006357
440,4791c,3926,47.54358956597032,7.557441451859445
441,48760354,2908,51.508455215956026,-0.08785683872077005
442,808fa4,2066,37.45919784123924,-122.23213330638937
443,31c9,366,4.156195084699456,102.97779031420774
444,487ac,4670,53.10759216980718,-2.8730043214132746
445,47c5e4,3674,52.35062732879698,4.8103756232988735
446,346e7,2705,23.004763693530517,120.22982385951948
447,478c3,3169,46.50464784127492,6.615940213000941
448,89e379,4478,42.33983791022777,-71.12434578628856
449,94f,3889,-25.39812248110056,-53.45734653689903
450,89c259b4,1530,40.753339577777616,-74.00094815686298
451,808e1,1215,36.92383749711936,-121.85503894074063
452,485a4,884,53.3729917341628,-9.839947830316742
453,48743,2373,51.22986896965869,-0.8920826148335448
454,89ec,4592,40.96506065548793,-72.96087262674202
455,466c,4453,62.746102499438734,11.28455508758138
456,47b2c,927,54.511490402373155,10.493802257820931
457,48614,2938,54.54040851667812,-5.912381137168149
458,8fa04,1932,10.289380555900557,-84.64189828519643
459,47ab,3356,54.03336422556612,13.730254966031017
460,4786c6c,4777,45.469669399832405,9.197004796106398
461,882bc,3452,43.50528194466954,-80.42610755996519
462,47e66e23,616,48.86341385714261,2.3426334935065007
463,9519,4674,-29.945766396234216,-51.11231883975181
464,46e4,2385,54.78455241383643,22.056592925366854
465,8809,2189,42.03891385564197,-89.1276485322065
466,808f1,820,37.30544716707318,-122.408837409756
467,881f,1780,44.66504490730341,-85.75244052415735
468,947,606,-21.417703457095744,-57.120459457095755
469,52ac,2645,46.60303736257093,-91.65943436521755
470,40b1,2424,44.447011064769136,26.22258912830036
471,89c0c,1936,39.29341692923556,-74.55768405681808
472,47c04,1598,50.33407183291608,5.767350252190258
473,5490144,2182,47.672883679193575,-122.34085725252069
474,8819,4604,42.96225556342328,-85.81468063379631
475,808e3,2962,37.2465502717758,-121.86989250337587
476,89c2f3,1518,40.87599255862984,-73.89643445520406
477,47e66fe4,4303,48.85944409365567,2.2940614722287154
478,0d2f7,2592,42.330093535879556,-8.710417529706774
479,009d,1421,-23.149073287825445,-44.559332937367856
480,12b7,3591,43.58114050320254,4.2216131002506545
481,185,2871,-5.924569546499475,38.845785237199586
482,137,1614,37.37568937856263,21.373259165427555
483,46524c,815,55.789983200000044,12.529604868711653
484,80c8c434,1992,36.10955499949803,-115.17301861897585
485,47a8c,1978,52.39443286703732,12.977382922649175
486,477ac,1284,46.312788341121454,14.094221872274147
487,47df1,1719,50.89334704770213,0.5508444799301923
488,6b90c,763,-28.4242575163827,153.3526909633024
489,60188bf,4410,35.67493469795952,139.76414294716596
490,48670e84,2028,53.34849887968435,-6.261432441814609
491,35f0534,2270,39.93911348061693,116.3936289629949
492,411,579,50.34169758031088,45.16109607253881
493,35f04c,878,39.88172574373576,116.36946757175409
494,89c25ac,1798,40.66756546440488,-73.99968170745267
495,893,2901,25.018164285418816,-77.3373756459839
496,4875f,2717,51.193756469267406,-0.19656954508649205
497,4784c,1855,46.77804851266852,9.545053126145547
498,888b,753,33.8617469548473,-85.70888996281532
499,8fa5,737,8.62937842333782,-83.1372767421985
500,0d0d4,1336,36.76456167365271,-5.25716966317365
501,15c,1634,24.658576054467567,37.2650512105263
502,1834,2382,-3.006007106633074,35.73786481108322
503,6b12aec,710,-33.83700256056337,151.21093880845092
504,48760d,4231,51.4730242011345,-0.31037857835027316
505,0d414,3821,40.81331626799276,-4.034499542266425
506,8c14,1869,16.503790161583794,-61.83897263242364
507,0d6049,3251,39.4628317010152,-0.3505531104275612
508,4cb5,3075,44.13124151317074,-72.40468924422761
509,32c,1792,4.835514136160697,126.75136346205402
510,12bac,3851,42.11460041989106,2.8147471142560443
511,477e4,1794,44.66215893756976,11.657143321070249
512,46b54f,137,55.71675401459853,37.41564115328469
513,89bf,467,38.94192217558887,-74.91033467880088
514,882b34b,2979,43.665889546491975,-79.39091505673058
515,479b4,3799,47.38240150908149,9.587847719663074
516,0d514,3195,43.42853029201877,-1.59328281095461
517,60188f,3979,35.71263960567993,139.79071263257094
518,89cf,2719,40.97187819823461,-77.46175016844427
519,35f055,951,39.995041818086186,116.38071362460563
520,487604cf,4809,51.507261904552095,-0.12725264233728698
521,4769,1715,46.8046120565597,17.664036846064064
522,340400f,3156,22.296620697084926,114.17349076425826
523,864dc,1421,33.11959305207603,-97.19851165376474
524,2a32b,4745,-31.95559933466816,115.83433863603808
525,94cd,1896,-23.17562551740506,-45.61829657331218
526,14a1bcc,388,37.974249123711374,23.7056285747423
527,47c609bc,3105,52.372609051529814,4.899791092431561
528,7954c,2902,20.737240568228874,-156.3365285675391
529,1454,1865,27.82802253243968,34.01622640965147
530,80dc7,1675,33.17862362149248,-117.3292642865668
531,80c24,939,34.72046536315229,-118.27613952076693
532,89c64,1909,40.12231729753796,-76.11336536144587
533,885f,1975,35.072109263291125,-84.07104784708866
534,534c,2415,44.814697970186295,-109.87835233084886
535,8817,2367,42.02240259062118,-85.65000008576257
