class_label,hex_id,imgs_per_cell,latitude_mean,longitude_mean
63,60188cc4,471,35.68525603609342,139.70723995753727
64,935a34,751,-15.799091571238304,-47.96234948468719
65,07ab4,1919,-8.029241142261613,-34.89203857321532
66,80bf,1827,36.90449107827044,-118.19505365845643
67,89b7b799,628,38.89229111942676,-77.03022191560497
68,193,591,-16.815389115059237,31.539887722504236
69,88f503b,152,33.73472846710526,-84.38926741447368
70,4770c,1168,46.80010979965757,13.681834287671244
71,132f7c,434,41.94135738479263,12.75907359907833
72,48776c,227,52.461394682819375,-1.0908241629955944
73,52eac,168,50.07558177380952,-96.8173524702381
74,536f,825,49.377439318787864,-113.54953280606072
75,35b2705c,741,31.2341135317139,121.48568172064752
76,47886d7c,412,45.07042240776699,7.692769133495157
77,6b134,1033,-34.535759616650495,150.84045834656337
78,132a5401,1901,43.76947176643868,11.25497385165711
79,880e2cbb,1244,41.88354699839194,-87.63115361012939
80,46db,703,53.922802403982914,27.568610917496414
81,89b7b785,1229,38.89103394955245,-77.0191290211554
82,5495a0a4,716,45.51929160614527,-122.65690341480448
83,48795f,841,53.793826398335405,-1.5763552758620698
84,6d0d464,256,-36.89136031640623,174.76005203515618
85,47c0f4,370,50.62641453783786,5.625211299999993
86,4876b,1548,51.52409423255804,-1.285015074289403
87,12a04,1504,40.28802253457454,0.2801601123670204
88,89acd,1966,35.92409921668361,-79.07456024160727
89,89c2f63,1444,40.80275975069239,-73.96485155332417
90,4cc93,1284,45.50781212850471,-73.84202907632384
91,88309,495,41.44192081616163,-82.03207085050506
92,4875a4,459,50.81258369498902,-0.4392369934640519
93,12d7,1925,42.83774409766235,9.997079841558453
94,80e85,503,34.19776241351896,-119.17071513916501
95,488b,1887,56.2089739788023,-6.137861237413887
96,0d69,1187,39.40926601010951,-3.217790828138167
97,46eecfc,1691,56.953371968066314,24.109540603784744
98,88f514,1018,33.93568393516691,-84.51815576227898
99,4cd24,456,45.168780817982345,-76.20571380043862
100,88e5c,1417,30.300387284403648,-81.65799666055024
101,30e2993,806,13.745631754342439,100.5174572866005
102,4876029,1726,51.48187603823869,-0.007286914831981449
103,19c,1519,-1.9042221810401547,30.78823637327201
104,0d509,1606,42.794602899750885,-1.6537734445828116
105,54917,1068,47.01601141666674,-122.91153814981277
106,87d8b4c,765,38.62575262614379,-90.25086726666659
107,477ff,1387,44.62902932660417,10.882037306416716
108,6b97,926,-27.69756071274292,152.328866685745
109,89ddc,1193,42.321852794635326,-73.86226691533936
110,14a1bd1,1655,37.97066896374623,23.726572737160076
111,47e66fdc,478,48.86295217364009,2.3049290648535563
112,39e9,1268,27.87045334542581,86.73807397712937
113,872d9,787,35.14935043583225,-111.66179698475212
114,876bb,648,39.7022218287037,-105.62864856635784
115,477eb1db,1484,45.43780026010776,12.334975046495954
116,48651c,817,53.284005258261985,-3.8227926719706264
117,47a84d,566,52.55367077738514,13.461006303886927
118,465f774,288,59.270498447916616,18.029651878472244
119,485bc,1945,53.26354287712072,-9.12323663804627
120,48774c,1704,52.410283083333255,-1.5155830938967136
121,8806531,73,43.07341447945205,-89.37772995890413
122,885d4,152,36.88537457236843,-84.55308909868423
123,31da197,1149,1.2805634969538735,103.83782504873793
124,131b,978,37.74141437832304,12.752176783231073
125,88643,150,36.292796666666646,-86.45745016000005
126,47a84fc,1947,52.48492298099632,13.414779049306668
127,8085813,852,37.80885267370888,-122.43384106807511
128,60013,1774,34.67691270236768,135.8196929937996
129,00a1,309,-20.787949501618094,-44.27931349838188
130,314c,1275,20.798762827450933,107.33009808392141
131,94cef,1842,-23.49114356677524,-46.68123036373472
132,486cf,1501,50.44250218454365,-4.020953798800802
133,0d2464e4,1474,41.144174504749046,-8.611238938263222
134,6d2b,1620,-43.754466736419765,170.15464999444464
135,4799db,1709,48.78595033586884,9.167941440023416
136,486db,1572,50.7416014561068,-3.528058187022897
137,880fb4,1556,41.98188775514163,-87.90361094280199
138,464ff37,1447,57.7029858880441,11.971809058742211
139,47911,1527,47.98970407072686,7.805953326784542
140,867c,401,24.171438269326714,-99.55683952369073
141,89c25991,1361,40.730228549595864,-73.99776878251274
142,88e77b,1966,28.54497254883002,-81.37778630264455
143,4652537,1021,55.665324482859916,12.5611337267385
144,465f9d7c,452,59.33792855088498,18.035649179203553
145,94db,474,-25.447778113924006,-48.295045002109696
146,47944,408,48.900507661764756,7.069809151960782
147,8822b,92,42.62543860869563,-84.72359618478264
148,3397b,1988,14.643825644869183,121.03213948088484
149,600108d,1096,34.99894265967151,135.78026138047446
150,5353,1518,43.71139640052693,-110.74123814295139
151,60188c3,1169,35.71309830710007,139.766931473054
152,95b7,1540,-32.93553685649354,-60.63991005454541
153,3563,604,37.63334588079465,127.86815885927139
154,6ad65d5,1667,-37.81816690881833,144.95304300479876
155,5490154c,1877,47.61478218806616,-122.34348817368175
156,4876c6a4,1337,51.75546134554987,-1.2615112154076262
157,0d19347c,1754,38.70982521493721,-9.139383624287378
158,31cc494,237,3.129735362869199,101.6329086624473
159,4786c3,1263,45.4434790142518,9.157624352335713
160,12a4a27c,1073,41.37420718173356,2.150361430568502
161,486ad,1767,50.145776372382585,-5.498738774193549
162,47c3c2c,212,50.90337692924523,4.390421023584903
163,47a8514,1333,52.52213793623395,13.32369463240815
164,80dd304,360,33.757857183333336,-118.13584255833304
165,5351,1974,44.61747884599806,-110.85447671276593
166,549015c,1928,47.66192289211612,-122.38365189678461
167,808fcb,1857,37.34153899569195,-121.9401097329026
168,6b12ae5c,829,-33.85499599276238,151.20823326176082
169,80c284,456,34.37556131140358,-118.56496425438594
170,8edc,1940,18.317410777835,-77.66961321804115
171,87344,940,36.90259321808505,-111.48399806276598
172,43c,1594,56.79548713299868,58.98607782685073
173,487764,1853,52.625860853750744,-1.124857704803019
174,95a334,1947,-34.61929343091937,-58.36398227683613
175,94ce51,685,-23.62986286131387,-46.702979859854
176,872b0d,468,33.50578481837603,-112.00624134829057
177,12d341,467,44.412292192719526,8.910666092077092
178,47c5f4,533,52.49541016510314,4.608334958724203
179,12a8c,1150,42.7402149426087,0.8733095095652161
180,87f5,538,44.41893527509294,-94.2023307453531
181,47d7c,1233,52.96533654582318,0.44801028223844286
182,89c3d,1397,40.447348300644194,-74.42563348890484
183,808ff,1591,37.748017791326234,-121.87582396857334
184,465244,279,55.89187350179208,12.317985910394261
185,3567,737,35.80686839348703,129.21557056580735
186,4873a4,1879,50.72752576157537,-1.936499086748267
187,880f4,1839,42.11747527569339,-88.37531005818357
188,3442ab9,380,25.0550697736842,121.57165622105258
189,961b,1188,-41.33514805808087,-71.43813775925906
190,95bcf,81,-34.8001649506173,-58.82184740740738
191,52b35,423,45.08095099999999,-93.54023139243499
192,89acb,283,35.61360729328626,-79.1569427420494
193,89c25ec,496,40.72922170766127,-73.92013804032258
194,80858089,1513,37.788282341044265,-122.40435781625887
195,548f744,312,48.43127514423072,-123.3344390288462
196,4887b84,1813,55.95772652068406,-3.1673832068394945
197,31da19a4,1836,1.293132310457522,103.851334619826
198,6d3f,469,-41.05738661833693,174.63631260767582
199,549514,111,45.44892834234233,-122.94485470270274
200,94c8d,1402,-22.89605076961482,-47.050729194008674
201,89c39,835,40.74129683712576,-74.71441630538922
202,8095c,502,37.30766714342634,-118.9223949900399
203,89c258fec,1676,40.75873044928409,-73.97878642362753
204,48761b5c,707,51.53120702121646,-0.1013818684582745
205,549014f,889,47.65177434983137,-122.31830045669301
206,0d5b,1551,42.11889674274657,-1.9198860174081207
207,487b20c,352,53.38971766193194,-2.9761126335227264
208,12a39,1657,41.22350625407356,1.7194568515389252
209,9662c51,1566,-33.45802553192853,-70.65531183844209
210,47b81,1483,52.255645003371484,6.859238538098449
211,0d0dd4,1496,36.531327566844965,-6.28992679545455
212,487615,247,51.64394714574896,-0.3417179028340083
213,89e7b,1106,41.71748880650994,-72.81673548191691
214,132dc,1314,43.36637300380526,13.217721621004593
215,89c258544,282,40.759294120567404,-73.98698429432629
216,487611c,848,51.54918332193395,-0.2726387016509436
217,4cae4,743,44.548171763122426,-68.95124686137285
218,1330c,503,42.002563666003944,14.670315584493045
219,6b913,92,-27.927005739130426,153.13275213043477
220,6001089,1336,35.009060759730495,135.76306905987983
221,4888444,1577,55.86803028788857,-4.263586132530117
222,880e2cbd,400,41.87823211750002,-87.63079767000005
223,549f,1695,47.414833568141624,-117.49102686961638
224,45db,943,68.56368314422049,18.583922606574756
225,89c258f9,1847,40.761541205738894,-73.97942513318905
226,135f,1119,38.395318471849784,22.094319017873104
227,35b270c,1397,31.23192218897639,121.50315521832519
228,95bb,471,-34.10358571125266,-58.96972306157119
229,872d4,918,34.674135603485816,-112.26492720152476
230,47d87c,1425,52.117856825965085,0.12279450175438571
231,48d5,1047,64.7836074565425,-22.02238520821391
232,4b7,1273,47.563447656716384,-58.35549135192465
233,85d24,1865,19.4595139195711,-99.25953717426292
234,4741dc3,1425,47.49745019999997,19.04029904771925
235,5f8b,1230,38.12259026422765,140.4086174593494
236,4ccac,924,44.211526116883135,-73.69907860822505
237,48761ca4,618,51.52817636893195,-0.08709866504854374
238,47dc9,432,51.073427837962896,2.493924074074073
239,9662c57,816,-33.45458796568616,-70.63738531250011
240,80944,751,36.90134525299598,-119.7883502157125
241,38f,1577,34.681907987317736,76.27062617374763
242,47e61c,1354,48.870728255539085,2.774762708271788
243,549509,1895,45.527273231662086,-122.71319803113454
244,48761b324,1512,51.51927719246024,-0.1269977533068785
245,89b8c,1597,38.63831989981216,-75.13880776017552
246,4709c9,400,51.05403073999998,13.81108621000001
247,8f4d,1742,21.190281355338715,-86.8112121251434
248,880e2b5,1398,41.88885669098725,-87.61093907868381
249,0d126b,1122,37.412854202317305,-6.002637901069518
250,865b3,1145,30.3949388087336,-97.87789148820954
251,12aebb,1343,43.60194123454957,1.4324416701414704
252,48761d7,1656,51.542383829710275,-0.01451966908212559
253,8f4fc,1067,20.196525335520125,-87.42951055670096
254,367,1762,34.683725602156706,109.5081438342792
255,8f3,1647,20.807026327868872,-80.93254574620529
256,34685,949,24.656324413066343,121.04941647312958
257,487e70b,1356,54.96816305678458,-1.6062591880530996
258,aa6f,1610,-42.847498636024795,147.18210448571415
259,1297d,955,39.81594392356025,2.956465015706805
260,5fd,385,38.44499243636364,128.2636544597403
261,45c4,1672,69.67208579186587,19.2059972410287
262,3e45c,1943,25.306943720535305,51.514708658260346
263,87939,1991,41.24260101808126,-95.9441940989449
264,478874,982,45.07598011507156,7.719616235234251
265,4876104,1597,51.528341085159774,-0.2068886556042582
266,47e675,153,48.741405039215664,2.3865522418300658
267,80daf,1988,33.80458259356131,-116.24496849748498
268,14dc,1275,35.496154815686246,33.34489346745101
269,52b32d4,1871,44.97540548423295,-93.245031181721
270,3414,1828,24.453889578774625,117.90072154266952
271,4712c,1473,49.18609048540391,16.625551932111303
272,6b934,907,-26.51507164277839,153.0851853142229
273,95bccac4,421,-34.605563349168605,-58.38852163895484
274,89d24,180,42.26197784999999,-78.29293853888886
275,89e5c,1934,41.448139684591546,-71.46586584694948
276,487f5,786,54.22351501272265,-0.30532375954198454
277,917c,374,-11.81705679946525,-68.98177524064177
278,470ec,986,50.70092103346854,15.6062866744422
279,3e5f7,1320,25.139311459848525,55.23842360000011
280,9662c44,460,-33.43890659782611,-70.67884283695656
281,8644cb,1973,30.33445514495682,-97.7367790998482
282,8877,710,37.91893869014084,-89.41497125352119
283,88dcc,195,27.195857364102554,-81.96907571794873
284,47b64,1144,53.557906002622225,7.288465361013997
285,132a1,432,43.411443055555615,10.819584699074069
286,6b164d4,1806,-35.28868844352174,149.12952479789607
287,89c259f,1321,40.73012992959885,-74.01361083497343
288,471ecdc,274,52.2432842116787,21.08074131021899
289,54906acc,1747,47.6138754224384,-122.31995719519244
290,80c2bec,1638,34.09070738949936,-118.37197571733785
291,80e915,1462,34.4223290752394,-119.71551805335142
292,809a4,479,38.674691605427945,-120.65914542797505
293,88cb,231,22.64077923376622,-83.7624605281385
294,132a51,681,43.7602706754772,11.23736468722467
295,346e044,1114,22.630300489228,120.2835462522443
296,89c2d,1377,41.29250560203346,-73.98858501960785
297,9424,270,-27.39493532592595,-65.71089465925927
298,88f4c,1078,33.510755266233836,-84.48474876345065
299,0d72fc,802,36.63747574688276,-4.498643832917707
300,12a484,377,41.30725858355431,1.94367001856764
301,0d604f4c,1679,39.471162054198935,-0.3777834449076828
302,0d314,878,43.42785104555813,-6.802034993166288
303,89c25997,582,40.734774455326516,-73.99770965807589
304,479cc,1988,47.38021686016096,10.51058179325958
305,465f77d,1037,59.322275898746426,18.039914082931563
306,485b4,1894,52.77723076979965,-8.942698758711758
307,88f50474,959,33.76170416162671,-84.38460852867584
308,8589c,1150,14.627148151304358,-90.52979679652155
309,2e7c,1842,-7.725734802931596,110.64649644353989
310,89dec,209,43.00507621531098,-74.64213796650715
311,89b7b7cc,519,38.912647285163764,-77.04818491522154
312,89b94,1157,38.18069564131377,-75.2446864347449
313,89d33,159,42.87681971069184,-79.19426630188683
314,89c23,1285,40.30224906692605,-74.03313572451343
315,48717,1574,51.48854204193137,-2.1341155972045724
316,6d14,661,-38.72504980786685,174.36154789863838
317,80dc0c,1117,33.01076311280214,-117.27078581378682
318,15004,618,29.582488038834907,34.96075812621362
319,47b8e4,1667,51.52162868806246,7.138185820635888
320,4786c13,964,45.48494673858925,9.182168763485477
321,0d3b,1120,41.7674220303571,-7.185173324107136
322,487bb1d,1958,53.48240858580193,-2.2471848815117483
323,47b18f3,697,53.56442351793401,9.988101899569582
324,47a851c7c,1206,52.51603086401224,13.376763921227319
325,54c11,1956,44.04893818353778,-123.11485904703483
326,80dc07,1238,32.893362962843305,-117.23719148142135
327,12b54,521,44.558386370441426,4.753556570057584
328,89c34,1995,41.07259614686726,-74.51250312932336
329,53a01,402,53.475694283582044,-113.465908181592
330,808f80c,1997,37.80081450575865,-122.27757397946885
331,80c8c2c,66,36.21008480303031,-115.11854462121212
332,88fb4,565,31.931388545132776,-80.99264769203545
333,0d42294,1186,40.46783826728499,-3.688222342327156
334,87c0f4,1545,39.10690660129441,-94.59391210679611
335,4887c797,970,55.95248468144314,-3.2025235185566947
336,064,189,-3.86763629100529,-32.444690931216954
337,4807,1807,46.85729666574433,-0.6923514703929166
338,882b349,903,43.66893670653376,-79.41055564008849
339,883894,639,40.04078801095461,-83.14218976056358
340,8837,1834,40.63147546673945,-81.56217889640149
341,12ad4,324,44.72685010493826,2.1975332777777794
342,8085807b,225,37.78769965777774,-122.39312998222219
343,0d1ecd,521,38.749581900191906,-9.22855685988482
344,47e66e04,804,48.85989424253732,2.3611102064676643
345,47a6b,576,50.91934116666665,11.600883583333312
346,47a2c,1091,49.84783000366625,9.906650517873523
347,480ed,1495,48.117880700334425,-1.6587187765886304
348,88e1,1833,28.535634601200144,-80.66594860010905
349,842b,1851,21.216662732036745,-101.15599903187439
350,12a4a2ac,1323,41.41430608843537,2.1521958730158706
351,89b644,1553,38.90947368190601,-77.44125583258216
352,94ce57c,1501,-23.55153497668223,-46.68742044170545
353,30da3b,1982,18.795086499999975,98.98652183652871
354,14cab7c,775,41.04224810193547,29.01685422451607
355,47bd0e9,458,50.11319464410488,8.702764275109173
356,1359,912,39.93837469627193,21.91819791557019
357,0d40c,779,40.67572297689345,-4.692199146341459
358,47e66e44,1844,48.884159204446824,2.3415930357917554
359,47819,847,45.54235601062574,10.523684217237312
360,1297f,1023,39.73915166764419,2.6722301876832875
361,469204,321,60.31042336760128,25.103530738317783
362,54bd,378,45.22357447354495,-120.3698384179894
363,5486723,1723,49.28519403366221,-123.14117885490408
364,89b7b1,1857,38.80374055788896,-77.05314386698954
365,48884c,884,55.87965554751133,-4.422603989819004
366,48705,916,52.09355185371174,-2.5231570665938805
367,89c259af,1375,40.74977535563634,-73.99223186763653
368,47e66e14,691,48.87016554413893,2.3514892474674416
369,4872c,991,50.59242646115036,-2.397586017154391
370,47f34,611,46.394803896890316,4.819855803600665
371,479af,1417,47.607472788285094,9.194351753704998
372,47979,470,49.192581065957434,8.938508978723409
373,6ad642dc,235,-37.803447914893624,144.97894811914887
374,95bc9,185,-34.50048016756756,-58.91922348648652
375,47bdb,1678,50.12611702264619,8.341400412991657
376,31752f3,1118,10.777787728085878,106.69242640787111
377,88fac,57,31.817537859649118,-81.75473150877195
378,87ac,844,35.319346245260654,-98.95563013981058
379,12dc4,480,40.71530510833333,8.741590295833333
380,480e9,1480,48.61367841621621,-1.9910989236486487
381,882b34d3,904,43.64732811283205,-79.3835834336284
382,8644b5bc,130,30.26968967692308,-97.72446317692314
383,47a851cc,1951,52.50928920809841,13.376105013326528
384,4879f4,720,52.93901905555563,-1.4851287583333355
385,4cc91bb,944,45.519247865466085,-73.55890247351688
386,88dd7fac,1633,28.371433421922863,-81.55162635884913
387,47c4337,849,51.907511510011815,4.4864401401649
388,54906ad4,308,47.61593594155837,-122.30901594155833
389,6abc,716,-33.58131931284923,138.52726878212303
390,47c609c5,693,52.37490396681088,4.885723108225111
391,95d,592,-33.28855586148654,-64.15368642229731
392,47d8a8c,438,51.4986123858447,0.06608549771689509
393,0d2f3,1180,42.66421211864405,-8.967924855932214
394,54d3,812,40.654670259852224,-122.6182318312808
395,4871b,1303,51.77870012816581,-2.5377738250191864
396,85d1f94,1578,19.438854233840274,-99.13533574017755
397,865cb,859,29.808770633294564,-97.99246755064031
398,4786bc,1664,45.59983088040869,9.234538294471156
399,12cac,516,44.616455391472854,5.343943709302323
400,549069,345,47.53647229855072,-122.1865129333334
401,476c4,1112,47.8730418129496,16.69963975359711
402,346904,439,24.402332025056985,120.78981065375832
403,3ef,586,25.626826994880474,56.03290223378832
404,88dbc,86,26.43368595348836,-81.18849379069769
405,89c25a34,1876,40.70297353571427,-73.99034926865686
406,479e6c,124,48.36233154838707,11.690716669354831
407,3442abcc,446,25.035155699551602,121.55352275560544
408,5d4,482,49.76975606224069,97.04759117219909
409,47bd5,320,49.84335236250003,9.14169395937499
410,413,1301,52.64331014527301,37.24012487471179
411,132f61a4,1905,41.90213708031475,12.497443833595911
412,808594,1900,37.91312420105268,-122.59475115789483
413,52ea73,644,49.89464969565213,-97.1787192313664
414,0d4e5c,1732,43.33552268648961,-3.011459106235566
415,880fcd,1763,41.942619537719686,-87.71591473284192
416,487607,991,51.39813333097883,-0.13543362663975766
417,12b1c,550,43.376409394545405,2.8879477472727286
418,214,1990,-20.5868871185929,56.823676022613014
419,89c8037,1677,39.28379748956464,-76.61046155635043
420,8891,1908,30.442733832285086,-86.88838560272553
421,00997ec,378,-22.896554642857083,-43.22810119047619
422,8620ac,1305,29.990379104980786,-90.08699340996192
423,12b04,1799,42.75785312173418,2.8890841967759817
424,862c,1600,32.79481351624981,-90.8968473868751
425,46b54d,779,55.68590913478816,37.52221264698331
426,9689d,1560,-32.9843557025641,-71.50928734038465
427,4878f,547,53.626961917733105,-0.5303631755027416
428,6b12ae44,1624,-33.862721882389195,151.20710091564007
429,14c3,1332,36.78469405480481,30.795385073573623
430,87c0ec,1546,38.9950321351875,-94.6218664023286
431,5490151,1386,47.64583529004317,-122.34407263780643
432,8644f,334,30.541845748503054,-97.38761949700626
433,48761c9,826,51.54653672397101,-0.07924046368038738
434,80a4,316,40.47788534810126,-116.90991727215189
435,48740c,1151,51.05764580538661,-1.3431355777584713
436,009984,1925,-22.928423444675342,-43.1482313745455
437,465253b,1070,55.685451186915856,12.542386506542053
438,89c804d,338,39.32214513905325,-76.62533921597634
439,548673f,1099,49.256846333939706,-123.10828463512289
440,479d1,1260,47.42033562698409,11.097769328571449
441,0c6a4,1173,28.405719916453528,-16.603079339300912
442,697,1917,-17.148045111111077,145.9218089274903
443,8620a60c,1377,29.955883742919458,-90.06809623093666
444,3442a91,1182,25.047015826565204,121.50789219627757
445,88cd79f,174,23.12160527586207,-82.38223213218389
446,86fc,694,33.04773884149854,-101.99639699999993
447,35f052e4,561,39.925611447415314,116.39036575222825
448,5493,1799,46.57636713618688,-123.9210734558088
449,4cc91ac,734,45.50049549318798,-73.53883072479553
450,47dd4,980,50.35770725102028,2.7458572071428566
451,80993,199,39.54106314572862,-119.7396803819095
452,470b94ed,674,50.083035130563694,14.424790795252214
453,8830fc,1966,41.50516087232963,-81.63696197405922
454,80858743,1316,37.76993041337379,-122.4668831709725
455,85d1ff7,234,19.39668789743589,-99.17632922649562
456,79554,1327,20.8879359344386,-156.70824151394172
457,479e758c,1895,48.13829308073861,11.577925621108095
458,54906d,1912,47.62489718462357,-122.16888314487399
459,6ad674,239,-38.11558306276148,145.12305327196634
460,842d,1052,19.77398914258553,-101.35421810076035
461,4873b4,439,50.9213629931663,-2.1175959020501125
462,880cc,1698,40.117546537691304,-88.2594429016491
463,47e66e1b,272,48.8633841875,2.3532233750000007
464,48841,1774,57.12962124126262,-2.122691924464492
465,8806533,1500,43.07340768066668,-89.38658417666653
466,6d0d479,211,-36.84984669194313,174.74474381516583
467,8834f5,793,40.47681026103424,-80.03728039218161
468,39b,1225,29.223605164897954,82.20622076653049
469,48761c4,1041,51.572370323727114,-0.07266850912584048
470,89c2f4c,726,40.84835279476582,-73.87401241046857
471,48760fd,879,51.50645313538106,-0.22445340045506276
472,808e44,1850,36.99964206648645,-122.0482928064869
473,4791b4,347,47.570744809798285,7.692113273775216
474,48760351,972,51.50660892592588,-0.08575255041152266
475,808fa3,900,37.489429705555544,-122.23454040000001
476,31c9,366,4.156195084699456,102.97779031420774
477,487ac4,261,53.08643340229891,-2.9795091149425286
478,48760f9,804,51.486305616915374,-0.1961320037313438
479,47c5e1,1158,52.31354715284971,4.7918714879102
480,346e7c,176,23.130966352272722,120.26115680681814
481,478c2c,1824,46.516844605263174,6.654129201754381
482,89e3784,665,42.35200821503761,-71.16579316090224
483,94ec,962,-23.903390242203724,-51.45436565592525
484,89c259b4,1530,40.753339577777616,-74.00094815686299
485,808e1,1215,36.92383749711936,-121.85503894074063
486,485a4,884,53.3729917341628,-9.839947830316742
487,48742c,1246,51.27361075682167,-0.7975391966292136
488,89e8c,955,40.98093228167538,-72.33022486701572
489,47c3c3b,133,50.877865157894725,4.352381398496239
490,466d3,1833,63.42171592635022,10.406205115111838
491,47b2c,927,54.511490402373155,10.493802257820931
492,80999,1830,38.94041491639352,-120.00943906010903
493,486109,1866,54.596839171489904,-5.929053860128624
494,12a4a26c,572,41.365495576923045,2.1578814982517525
495,8fa04,1932,10.289380555900557,-84.64189828519642
496,47aa4,808,53.593139141089075,14.342030279702977
497,4786c6bc,301,45.47030219601321,9.201387501661122
498,882b9,1414,43.521889826732576,-80.29303497666194
499,872c4,230,34.37047886086955,-111.3700877869565
500,47e66e23,616,48.86341385714261,2.3426334935065003
501,951979c,480,-30.024518258333366,-51.20739733750005
502,46e3,777,54.49844102702695,20.616435186615213
503,3442a974,1097,25.042071067456735,121.5187658869642
504,6d0d4c,1403,-36.89407304419092,174.8131497647901
505,8808c,1321,42.352103987887986,-89.05988503330805
506,808f1,820,37.30544716707318,-122.408837409756
507,881f,1780,44.66504490730341,-85.75244052415735
508,947,606,-21.417703457095744,-57.120459457095755
509,52ad,339,45.588852457227105,-91.87776428023602
510,40b1ff,1962,44.430578382772815,26.100979655963354
511,89c0c,1936,39.29341692923557,-74.55768405681808
512,47c04,1598,50.33407183291608,5.767350252190258
513,5490147,506,47.672684492094874,-122.3167022371542
514,8819ac,1608,42.967121289179104,-85.66376436878109
515,808e34,1958,37.26570152706838,-121.9121987400411
516,89c2f3,1518,40.87599255862984,-73.89643445520406
517,47e66fe1f,1594,48.85820083563341,2.294552853826853
518,0d2f74,599,42.43678542070118,-8.63750422370618
519,009d,1421,-23.149073287825445,-44.559332937367856
520,12b64,1383,43.56128339768619,4.677771986984801
521,1844,981,-4.906408701325178,39.21536879102959
522,137,1614,37.37568937856263,21.373259165427555
523,46524c,815,55.789983200000044,12.529604868711653
524,80c8c434,1992,36.10955499949803,-115.17301861897585
525,89e83,1144,40.84217691870637,-73.25256394755228
526,48760524,1943,51.49899190633025,-0.1451759747812662
527,47a8c,1978,52.39443286703732,12.977382922649175
528,477ac,1284,46.31278834112146,14.094221872274144
529,47e614,1320,48.94774135378795,2.550059253030305
530,47df1,1719,50.893347047702115,0.5508444799301923
531,31752f5,619,10.777147983844902,106.70404004684968
532,6b90c,763,-28.4242575163827,153.3526909633024
533,60188be4,1923,35.67217005772242,139.7672663452943
534,4786c6af,1388,45.46443373198847,9.190981108069147
535,89b7b7c4,1060,38.91057244622638,-77.04098564811292
